Summary,Sentiment,Rate
just okit will stop working after 30 min then it will take 2 hr to cool down and start working,neutral,3.0
it is worthy to purchase go for it without thinking very smooth in riding never experienced before,neutral,3.0
law quality plate will get crack when hot rice put on it,neutral,1.0
this is my juicer i ever hadso i cant give any review right now because i just received today,neutral,4.0
not good for gaming quick heat up and annoying fan noice affecting the gaming purposes good for editing and multitasking very average battery life average display,neutral,3.0
it is good but gets burning hot withing 20 seconds of use ordered a replacement as well as the first ones body melted,neutral,3.0
its really good water based food colourit has no added flavour and it doesnt change the taste of food but needed little bit more product otherwise in this price its worth buy,neutral,4.0
not much to review you all know everything is as given but i am yet to see the battery last more than 10 hours,neutral,5.0
i got small square glass container instead of big round glass bowl but plant is in ok condition means it is not so good condition,neutral,3.0
it has a sleek modern look and its really comfortable to ride dietician meena provided me with an excellent diet plan and cardio trainer bhavnas session are simply awesome,neutral,4.0
this product is very good but wind is floating and stitch is bad,neutral,5.0
data transfer speed is not as expected its only 25mbsec highest,neutral,3.0
battery backup 2122hrsound quality very goodconnectivity lose problem after 3mitre,neutral,5.0
the quality is good the design is also good but there is no 1 lock on the lid of the jar so please pack the product after checking it completely,neutral,2.0
jar body part are getting cracks automatically and breaks day by day in small small white particles,neutral,1.0
at the price this is a quality product as compared to competition,neutral,3.0
build quality is very good but the print on the table is not that much good as shown,neutral,3.0
rods n hooks are ok but its cover is not durable and doesnt cover the wardrobe properly very tight n short,neutral,3.0
the quality of the product is very good but i m little bit disappointed with the delivery time i got my order after extension of delivery date,neutral,5.0
was ok but its smell was not that much nice ok like,neutral,2.0
some error was in first time delivery but now im happy with the product thanks flyp,neutral,5.0
slight heating problemsoverall goodbut speeds are not consistentsometimes speed is 75mbpssometimes drops to 5mbps,neutral,4.0
thomson kitchen master pro mixer grinder 6 jarsbbd 2500 and 2 years warranty is awosome,neutral,4.0
k metal rod quality is not gud its already bend,neutral,3.0
the water doesn t taste too good the lights are not working properly,neutral,2.0
battery only last 2 hours i bought it on august and battery is started to wear off so quick already,neutral,3.0
its working all fine its just that its a bit noisy,neutral,4.0
lint lint everywhere every time we used it lint everywhere all the house,neutral,1.0
bestsellersgood charger for infinixgo for itordered on 15 august delivered on 16 augustluckily delivery was too fast,neutral,4.0
the product is very small its not even 5ft reaches upto our hips and thats it also the width is also very narrow than expected,neutral,2.0
blacklink quality is not nice when you print it in high quality it will light green in colour but colour is good,neutral,2.0
sometimes voice matching is not accurate and lots of time unable to find songs and searches,neutral,3.0
1good product in price range 2watch face are not good only background picture available,neutral,3.0
nice but many features missing in india fix nest update google,neutral,4.0
the harddisk so compatible but it is little bit slower while data transferring and around transfer rate of 35mbs only,neutral,4.0
now just after month usage cooker not turning to hot mode and always stuck in warm mode dont buy this product,neutral,1.0
the book is good but the quality of the paper is bad,neutral,3.0
the purifier works well but the app never gets connected and hence you cant see any results,neutral,3.0
i ordered it again and got only 14 light green n 18 dark green balloonshow dare to send less items in parcelother things are here but send same quantity which shown in the app,neutral,3.0
not up to mark speed is not fast as it is 1200mm,neutral,3.0
voice is very low disapointed with sound volume battery is very good in this range,neutral,3.0
getting 85mbps downlinkuplink speed on 5ghz and 37mbps downlinkuplink speed on 24 ghz act fibernet bengaluru 100mbps plan,neutral,5.0
1 aluminum vessels are becoming black and while colour powder precipitate2 detergent dispenser getting open during the wash cycle3 installation also done after 2 days that too after several follow ups,neutral,1.0
sound quality awesomecall quality goodbattery goodnoise cancellation superbbdesign built quality premium,neutral,5.0
good to use sturdy but not so weight i am happy that i have done a good job,neutral,4.0
this is good but the stitching of flat mop pads got exposedthread started coming out after 3 weeks of useafter a month it was completely uselessand it doesnt even work well,neutral,2.0
this is a chinese product stoped working within a month,neutral,1.0
it should have air tight stand for fast typinglate deliveryshipping service is not goodaverage ply quality,neutral,2.0
totally worked for my split ends to cure my whole family is using it now,neutral,5.0
laptop is awesome but the battery performance is not good and have lightly heating issue,neutral,5.0
nice big size product and performance but there not to easy change water or cleaning,neutral,4.0
very good product but heats up quickly sometimes it feels like its going to melt,neutral,3.0
very small in sizephoto shown enlarge but in actual very small in size,neutral,2.0
i have been using sponge wipes for almost 2years i find this is one of the most essential thing need to be in home,neutral,5.0
very small in sizephoto shown enlarge but in actual very small in size,neutral,2.0
its an okay product because we have to add more and more drops to get a good colour,neutral,3.0
have very high sound during running and little bit of burning smell,neutral,5.0
its working well water heat up very fast took 1015 mins fr a bucket to heat up,neutral,4.0
the ball was of good enough quality for this price but didnt received the proper box of nivia as shown,neutral,3.0
at this price different kinds of speakers available in market storebt this sound bar is very good look soundbassproud make in india,neutral,5.0
every things is fantasticbut screen mirroring for some phones not working,neutral,4.0
its didnt have a solar connect system so its fraudient product,neutral,2.0
good overall but this laptop has very very low speaker volumemy mobile speakers is louumder,neutral,5.0
brought 2 1 was defective with no solution or it got leakedits better to go for antigen test in near by lab as it hardly cost more than 300400 bucks,neutral,1.0
so small for show only use as decoration so i keep it,neutral,1.0
it is not quick response moreover does not understand much i think alexa is much bett,neutral,2.0
ball was nice but the top layer will rush and the have punger two be careful,neutral,3.0
ball is good and light weight but if the ball is punctured then many problems arise in sewing,neutral,4.0
after 2 3 time use it making humming sound and it is so irritating dont purchase this product,neutral,1.0
genuine product nice quality but rotation speed is lower than written,neutral,5.0
average product cleanliness is a big trouble air through is not upto the mark louvers are not properly set they slide downward automatically,neutral,3.0
worked for 5 months and got burned inside this is the second one happening,neutral,2.0
good product at good price but the tds level is very low after filtration i am getting tds value of 18 there should be a mechanism to control tdswater tastes good though,neutral,4.0
good and comfort riding after usage of two month seems to be good and value for money,neutral,4.0
i am writing this review after using 20 days the product is good according to price the only drawback of this machine is that washing quality is not good as desired,neutral,3.0
nice product and good quality but overall very heavy heat but ok,neutral,4.0
not up to marknoise level is highu cant hear voice when u are in kitchen,neutral,2.0
fregnens is good but not for longeronly 1 hour to 2 hour onlynot goodbad expression,neutral,1.0
dont take it for keeping more booksit can bear weight of light books only,neutral,3.0
quality is ok but width of side shelves is 20 cms which is less than mentioned in description ie 25 cms,neutral,2.0
skates quality is average but bearing is very noisyi have to buy new bearing set for replacementflipkart u can work on it before it is finally dispatched by the seller,neutral,1.0
product is just okay little bit costly as per the quality of the material expected cotton material,neutral,3.0
nice product wifi range is good but the router firmware is too old no update available,neutral,4.0
i love this football its nice and easy to handle i got a handpumpcosco handpumpwith this ball but its not worthy enough the handpump get broken easily but the ball is awesome,neutral,4.0
not expectedflipkart smartbuy thermoflask much better than this product not good as i think,neutral,3.0
think twiceits an ok ok productbut realme buds dart charging is any day better product than thisdont dont fall into the brand name traprealme is better,neutral,3.0
quality productbest in sound qualitybest in bass qualitybest in designbest with price rangegood bye,neutral,5.0
its very good 2 nd time bought for my relatives,neutral,5.0
this is good product but not very good ya best,neutral,3.0
i dont notice much difference in breathing filter life sensor is time based not performance based,neutral,2.0
product was good not damaged but the screws hole was small and assembling was a tedious task,neutral,2.0
charger has really performed well but the delivery has been delayed that the one thing has demerit for me,neutral,5.0
ok products inthis rate but plates are small in size,neutral,4.0
internet is not getting with speed sometimes it doesnt passing net,neutral,3.0
how come a 45 watt power adaptor output produce 100 watt sound,neutral,3.0
after using in 1 month joints get slightly apart dont know why have anybody seen this in their product also,neutral,3.0
it is very good product but sometimes there is a lag in opening tabs in chrome,neutral,5.0
good washing machine but the installation was not so good,neutral,5.0
i am giving 4 starts bcoz the is harder than i thought but it is good for all kind of groundsand some stratches r coming on it just after playing from 2 weeks,neutral,4.0
i jst said one thing awesomeelectric consumption is too too low,neutral,5.0
the charging port gets very hot when charging my mivi fort s24 sound barhow to replace it during warranty,neutral,3.0
bowl size is very small not suitable for dinner set,neutral,3.0
earlier i have a issue with loging but now its so smooth,neutral,5.0
best quality football but this is too hard and weighted,neutral,4.0
very good ball at this price rubber moulded also but a little hard nice ball for this price and satisfied,neutral,5.0
it is some rough ball it is good but we play for many time it will be came soft good ball,neutral,5.0
am write this review after using 9 monthsit is not working on 3rd levelam waiting for service,neutral,3.0
tv unit is goodbut had to put bombay screws for a better fitting since it is based on 2 main screws which is not sufficientoverall good in this price,neutral,5.0
blocks the ac air but covers are very thinthey are just like usual wrapping covers,neutral,1.0
the quality of this product is not up to the expectations,neutral,1.0
good quality but price little bit higher otherwise give 5 stars,neutral,4.0
its been just 6 months since i purchased the food processor and the motor already started making noisejars have started leaking from bottom,neutral,1.0
i was expecting something solid but it is very fragile on the top and from the sides,neutral,3.0
its a ok product i have been using it one week it doesnt clean milk pans properly and kadais little bit disappointed,neutral,3.0
good product but 1 problem pin is not included in the box,neutral,4.0
after using its really very good but only thing is the product body gets heated other than that excellent,neutral,5.0
honestly otg is really good but the thing is i dont bake or grillnot good for reheating food i fill this would more useful for baker so make ur choice,neutral,3.0
if you need an oven just to reheat boil and for basic cooking purpose this oven will work for you,neutral,4.0
ok ok product fabric is good but xl size is so short to waist 34,neutral,3.0
pressure is good but machine gets heated even after 1minchanged first one and now second also doing the same but seems better than the first oneoverall an okay product,neutral,3.0
the mop is too good but the delivery delayed for 10 days,neutral,3.0
after few months of use some sounds are coming while using the microwavebetter go for samsungflipkart selling refurbished items,neutral,1.0
sound quality is very bad at full volumebut its ok for this price,neutral,3.0
overall i buy this laptop to run design software like catia and autoform but its performance is not up to mark,neutral,1.0
the cotton is not enough for 1 cushion so i made 4 cussion using the 5th cushions cotton,neutral,2.0
table is sturdy but finishing is not as per expectation,neutral,3.0
ok ok product the inner material is not good if youre in hot regions,neutral,3.0
microfiber filling is very lessits flat cant call or use it as any type of pillow need more filling,neutral,2.0
the product i got is opened delivery service is not goodwant to return this product,neutral,1.0
it is very light it is now dirty but nothing ris ok,neutral,5.0
quality is not bad but short size is very small so bad,neutral,1.0
good one but a bit expensive though its 30w it doesnt help pixel 6a much as the phone doesnt support 30w fast but only 20w,neutral,5.0
proper sound quality best feel at every song indian engineered and manufactured soundbar,neutral,5.0
setup box is good for free to air chanls but not working wifi and youtube but i pay for that also,neutral,4.0
it was goodbut segate software not working in my laptop,neutral,5.0
yeah product is goodbutthis ball its one piece and it is not stated anywhereso before you buy keep this in mind,neutral,4.0
its good but could be stronger bcz mobile fell from it twice,neutral,3.0
good setup box it comes with hd streaming but its wifi connectivity is poor,neutral,4.0
testing kit is okaybut does not generate reportcustomer care does not even entertain the call,neutral,3.0
it is a thin blanket suitable for mild cold in temperature 1618c for 1213 you should have 2 blanket of this type,neutral,3.0
good ball however seeing the photo i thought it is stitched one but it is fully rubber moilfrd,neutral,3.0
average wifi range across 13 inches wall i have 100mbps plan but it gives around 54 mbps on lan wire,neutral,4.0
is this c type this is preffered for apple 11,neutral,5.0
the color of the material is not same as displayed too heavy for wall mounted,neutral,2.0
product is goodflipkart delivery is awesomebut installation is delay from samsung,neutral,4.0
very very good product but please check for the power adapter its either not there or not working,neutral,1.0
bar quality is justifying for price but cloth is ok ok type,neutral,5.0
this is not sine wave you should mention correct spec in display,neutral,2.0
its not able to cleaning sofa its just for easy work,neutral,2.0
i bought this in oct 19the plates are breaking automatically one by one just kept on the table the plates are very thin and it seems not with standing heat of the served food,neutral,2.0
transfer speed is very slow with usb 30 max 30 mbps transfer speed,neutral,1.0
geyser plug is not available and geyser pipe is not available and everything is good value for money,neutral,2.0
decent product at 449 stitch was open in one cushion can buy at this price,neutral,3.0
okok product and the water in the bag cools very fast,neutral,3.0
product is okkbut delivery is very bedbecause my product after openvery bed,neutral,2.0
good and comfort riding after usage of two month seems to be good and value for money,neutral,4.0
product was good not damaged but the screws hole was small and assembling was a tedious task,neutral,2.0
product is good noisy but cools the room low fan speed itself is very high reduced 1 rating because of its noisy operation,neutral,4.0
nice product but plastic handles on the jars are not satisfied,neutral,4.0
low quality not worth for the pricebrakes have problemtubes are worst,neutral,2.0
everything thing is good but camera quality is very poor,neutral,5.0
looking good but i dont prefer 1200 watt heating is slow take so much time bake pizza,neutral,4.0
this is a modified sine wave inverter not pure sine wave as mentioned in specifications,neutral,2.0
prosceremic coating internallywork for day to day usuagegood build qualityconshandle to open door rather push buttonno coating plate providedno dial for timer and for even 10 minutes times you have to press 60 times,neutral,2.0
not as expected cloth is very small and not soft enough,neutral,2.0
too many calls by kent everyday to get rating and reviews so 3 star,neutral,3.0
dont have inbuilt battery so cant be used without adapter,neutral,3.0
finest performance but i have to wait and see the durability,neutral,4.0
cloth is not good its damaged when i was setting,neutral,1.0
delivery is goodwhere as the ifb demo was not good because of poor technical,neutral,4.0
best setop box but wifi sometime working but somtime not working,neutral,4.0
good sound bar with bass and sound quality battary backup is bad,neutral,3.0
very good looking and also grinding is good but noise is around 90db its little noise not too muchotherwise perfect for home,neutral,4.0
i think it is good but it can be better,neutral,3.0
functioning property but some bad smell is spreading out when running,neutral,4.0
good but little bit the stitches could have be stronger,neutral,4.0
watch function is very nice but watch belts quality is poor,neutral,5.0
nicebut 2 doremon in this packageand the half moon is not available,neutral,4.0
may be all seeds will be grown but ya i got all of 40 seed packs,neutral,3.0
nice but my opinion was he was give any guidance on how to cook in otg oven booklet which type of bowl is it possible to use,neutral,5.0
clock is goodbut it make much sound and little bit small,neutral,2.0
u need to improve the quality of cycle it was a very low quality the locking system of front wheel quality is not so good,neutral,3.0
quality is good but air is not filling air comes out,neutral,2.0
best for small spaceeasy to install but the fabric quality was not good otherwise product was good,neutral,4.0
small size with balanced sound enough volume excellent packed performance 999 downside no inbuilt battery means no back up,neutral,4.0
it looks very nice and stylish but the motor is very noisy,neutral,4.0
didnt used too much till nowmain product is sturdy and nice finishedbut accessories are not finished properlybajaj should work on accessories finishing,neutral,4.0
all five stars ticked for everything is not a mistake indeed the product is excellent even better than how it appears in pics,neutral,5.0
sometimes it automatically get turned off means yellow to red and sometimes didnt record while online and appropriate storage is available you cant use it without wifi connection either on memory card or cloud storage,neutral,3.0
its too giod but when i start making its makes some promblem,neutral,3.0
while buying select one smaller size instead of your regular size,neutral,3.0
its good but not for too much fold season its for little cold,neutral,2.0
installation was worstperson dont know to much he is not professional,neutral,1.0
using for a month now and it is working properly,neutral,5.0
top very good but pant is bad 1 wash dolphin is fade,neutral,3.0
so disappointing do not try this at home please please,neutral,2.0
maximum 100mbps if you have more than 100mbps plan dont buy this one go for gigabit routers if you have 100mbps or less then it is goodits only a dual band router not gigabit,neutral,3.0
fiest of all dont buy this product vwry very vwry poooooor quality,neutral,1.0
nice controllingvery nice balanced of the weightgood for headers but not for beginner bcoz its quite hard and with this ball the best experience is with a pair of shoeso you can for it,neutral,4.0
size is not perfect length and width quality is good,neutral,3.0
some times it will work slow and conduct the current on it,neutral,3.0
display of this chimney is not working properly after 2 months 3 times written emails but no solution,neutral,5.0
works efficiently quick charge works good but a little doubtful on the stereo sound i feel it is mono audio call quality is really appreciable no problem with the mic,neutral,4.0
been four to five months now so far goodi dont often use it though,neutral,4.0
size of the plate is too small in this price,neutral,3.0
product is good sound quality is also good but bluetooth connectivity is very poor,neutral,4.0
its working fine but holder is not strong overall a good product,neutral,4.0
very good excelent long lasting mind blowing but pin of football also require,neutral,5.0
good product but it gets stuck frequently and needle gets bend,neutral,3.0
very smooth an speed also slownot big room onley small room fet,neutral,4.0
only works for mobile but not working in computer system,neutral,5.0
peice is ok lightweightn as per price its gudjustifiedpurchasenice showpeice,neutral,4.0
washing functions is working well but tub cleaning and air dry taking 130 hours time its long,neutral,4.0
voice is louderworking in any questionsbut it not connect easyconnecting processor is slow,neutral,5.0
gainning weight till talking medicineafter leaving it everything is like,neutral,1.0
there arent enough space to put the leg between the stands,neutral,2.0
nice but this is short it need to little bit long,neutral,4.0
too much light weight didnt feel like originalquality is also ok only,neutral,3.0
good product at reasonable price first i got defective product but flipkart replace d it,neutral,4.0
need to grind twice or thrice to get full juice else lot of vegetables arent grinding,neutral,4.0
nice product fast n easy work but i little bit dissapointed coz some gud apps r not work on it,neutral,5.0
the product is looking good but the sound quality is not good,neutral,1.0
overall ok but body and case are of plastic prestige need to improve quality of product,neutral,2.0
i thought otg is better than oven for various cooking methods but there is delay in cooking time overall it is a good product,neutral,4.0
small in size and not enough for a person of height 170cmit barely covers himher,neutral,2.0
back light is not working automatically need to press the button and then it will work after that when move on from switch its off,neutral,3.0
livpure water purifiers is super but water purifiers cove is not available anay market even online alsow not available kindly provide the cover in the markets,neutral,4.0
size is too small i expect some what bigger size,neutral,2.0
this product base pillar is temporary modify the base pillar,neutral,3.0
overall great product one thing i didnt find good which button slightly hard no doubt we can operate with remote,neutral,5.0
its ok but very very slow response which is very irritatingexecessive price not at all good for value for moneywritting this after few months of use,neutral,3.0
i dont know why power supply is provided with only 2pin i think 3pin is required for earth and over voltage happens,neutral,3.0
only battery was terrible overall beast in this price range,neutral,4.0
can get quite loud build quality is good lacks bass passive radiator seems gimmicky,neutral,3.0
it is very small in size as compared to given photo,neutral,2.0
couldve been better its too thin and small but effective absorbs water and good for bike wiping,neutral,3.0
just bought first time but seems to be an ultimate camera,neutral,5.0
i bought 24 lit it has light insidebut in this model no lightperformance is good,neutral,4.0
keeps switching off every few seconds contacting customer support is next to impossible sound quality was good while it lasted but build quality and after sales service are sub standard,neutral,1.0
good quality product but channel are not hd so give 4 star,neutral,4.0
wastage of money i purchased this product in nov 20now the product is not working requesting all not to go to buy of this product,neutral,1.0
the product is good but its packaging is very poor,neutral,4.0
product is okkbut delivery is very bedbecause my product after openvery bed,neutral,2.0
it was goood but i ordered wrong model no cartridge before buying it plz make sure youll check model no on your old cartridge and match here also thanks,neutral,5.0
not impressive looks are good but wash non compatible to other dishwashers very poor,neutral,3.0
very good with performance but before some days inbuilt light has been off i purchased this 4th of may 2022,neutral,3.0
nice football for practicing skills but for long range shots long passes free kick it doesnt work its worth for money,neutral,5.0
it is not connected to mobilewhen i connect to mobile its blinking constantly result is zero the unit is not in use,neutral,2.0
the product is awesome but please try to improve bottle quality,neutral,4.0
the auto mode doesnt work well otherwise it is ok,neutral,2.0
good product in this price range i bought this at rs 373 onlyfinishing is not too good but we can say it good product,neutral,4.0
superb product go for it but noise is bit high,neutral,5.0
good speaker sound quality is awsm and long battery also67 hours but fm doesnt clear,neutral,4.0
it was a wooden material it was in pieces we have to connect all and even there is a hanging chain shown but it was a wire it was looking cheap according to its price,neutral,2.0
very small in size quality is not to goodpoor quality,neutral,2.0
washing machine is best in this price point as of now but the jeeves installation took 5 days this is the only reason why ive given the 3 stars,neutral,3.0
decent performance but some drawbacks you cant open medium quality pics taken by other mobile in it its just a entry level processor dont expect more from it,neutral,2.0
cooler is good but only auto swing is not working,neutral,2.0
product was good but the chain is not working properly delivery boy was good,neutral,3.0
decent product but no ios app available to get the test reportcertificate even though an app is mentioned on the packagingi tried 2 kits and one was faulty,neutral,3.0
ok ok product could have been little more soft and better quality at this price,neutral,3.0
table was too small only one small notebook can be kept,neutral,1.0
the ball is super good but if you want the colour then dont buy the white one it will get dirty in the first day,neutral,5.0
demo size 109 cm but this product is too smaller,neutral,1.0
picture quality is good but tube casting very badpls dont purchase wife in built setup box,neutral,5.0
good but not so goodit little bit heat when use,neutral,3.0
installation executive contact with me after 5 days after delivery in such price it s okay product not so good not so bad product,neutral,3.0
i m using this brand for last 5 years curtain look are same when i bought only 3 rings and ring back material are get worseotherwise excillent product of this price range,neutral,5.0
the cycle was good but delivery time was too late,neutral,4.0
overall its fineworth the price but the product i have received it leaks from the bottomwant to return,neutral,3.0
product is useful but quality of plastic is not that worthy for that price,neutral,4.0
all goodbut when i ejected the charger the cover cap also came out with chargeri fixed it back but still it is loose,neutral,3.0
the product which i received was of very quality which did not last even for a months,neutral,1.0
i use this watch only 34 min showing black lines on display,neutral,3.0
awesome play you can watch hd channels but tubicast app not work perfectly,neutral,5.0
this is my laptop laptop is premiumonly battery problem but charger is very fast,neutral,5.0
cloth is ok oknot so good for daily use its okk,neutral,3.0
colour wise its good but the price is too high comparing to the pages it can print i could print out around 20 pages only,neutral,2.0
very good ball at this price but little hard but go for it 300 is the best price,neutral,4.0
warrenty is jumla prestige using third grade materials and they are not covering spares under warranty only service is freethe spares also 2 times cost than regular pricedont go for prestige,neutral,2.0
it is a ok product chains are getting down all the time,neutral,3.0
water circulation is not there on one side of cooler,neutral,4.0
nice but remote use to on and off we cant able to move left right the helicopter using remote,neutral,4.0
product is not good waste of moneyreturn policy also not working,neutral,1.0
i received the item but geyser isnt install till now,neutral,5.0
1 i have received brocken screw box 2picture quickly is good 3sometimes wi fi cant connect 4sometimes set top box suddenly hang 5tubicast not supporting hotstar zee5 6youtube plays 360p quality,neutral,3.0
after 2 or 3 time the iron is not heat,neutral,1.0
quality is good but ball is heavy and very hard,neutral,4.0
motor is very fast so it will work very slowly,neutral,3.0
this product is very good but there is an issue which is showing the logo on the flipkart not the same logo at the time of delivery,neutral,5.0
bass is fadded in higher volumes in lower sound it is ok battery backup is good good product in this range,neutral,3.0
product is good but brush feather is not too long as shown in this picture,neutral,3.0
good but there is no temper glass to protect by scratch,neutral,4.0
sound is quite goodbut dont buy it by seeing itits too small compared to the picture,neutral,3.0
gd if price was ok for all poor people will not be able to buy,neutral,3.0
its is ok not so good quality of stainless steel today first day i use its for my clinic,neutral,5.0
product is really good but the material is just a little bit thin,neutral,4.0
just okay dont expect this to do wonders my words may sound frustrating but this is the fact,neutral,4.0
the product is good but i i dont know how to attach the skewers and no one came to install this otg oven,neutral,3.0
medium quality product small remote with small buttonsgood battery life high quality charger that will tell you how much battery is chargedgood speed,neutral,3.0
product quality is so goodbut little bit over priced over all fine product,neutral,5.0
just order one month six months used then i will review,neutral,4.0
cooler is goodthe only issue is the swigs that move up and down cant stay at one position,neutral,4.0
compare to pigeon n prestige quality n thickness is low but ok for bachelors for use n throw,neutral,3.0
area covered is 215 sq ft not 672 sq ft as shown in description,neutral,2.0
product quality is not so nice but color and look is good,neutral,3.0
design is not so attractive got all pieces intact n cheap too thks flipkart,neutral,4.0
i think i got used piece the blade are rusty,neutral,1.0
where is the stand cover how can i put my clothes in shelf,neutral,1.0
plates and bowls are little bit small but you can go for it,neutral,3.0
amazing but 18 litre is not sufficient for 45 people,neutral,5.0
upper cap was broken and the rod there was not hole for wire used old rode and cap fan was fine,neutral,3.0
rate jyada h pr shoes bakwas hkoi bhi mt lena iskolabour log hi kharidte h maine apne mason ko diya,neutral,3.0
average performance dont see much difference than previous macbook air,neutral,2.0
not as expectedits made up of plastic and not wood,neutral,3.0
these plants are not hybrid plants not even 5 tall,neutral,3.0
it is good for heating 20 litres bucket of water it takes 1012 minutes cons are the plastic hook broke after 2 weeks due to heat,neutral,4.0
definitely value for money but mixer grinder sounds a lot while grinding unlike other company grinders if the motor sound gets fixed it will definitely become a better product,neutral,3.0
nyc socks not pure cotton80 cottonbut very soft just buy,neutral,5.0
threads are splitted little after medium gaming for 2daysaverage product,neutral,3.0
product is goodheat so fast but wire is very short,neutral,4.0
not worth barely works as cooler doesnt cool jst smhow better than fan,neutral,1.0
material of white socks is thinner compared to the black socks,neutral,4.0
i have redmie 9 power it is charging in 2hr 33 min,neutral,4.0
its good u must purchase it but it gives only 2 to 3 tissue paper,neutral,4.0
very good but mixing bowl not included is one disappointmentand soup bowl is small in size,neutral,4.0
blanket and its design is gud but the edges are not stitched properly looking very bad,neutral,3.0
very thir qualitygot blasted during heating only in four months,neutral,1.0
started using from today 281218beautiful effortless experience i will give the 5th star after some more usage,neutral,4.0
nice product but cost is more for this product quantity,neutral,3.0
size is littel bit extra you know what i am talking right,neutral,5.0
good product i loved it but in mobile no internet within a hour it cleaned 15 gb databut quality is i liked,neutral,5.0
mic is not working properly google needs to upgrade its mic,neutral,2.0
very high rated product in this price range very well sound quality bass is not that super extra as per tagline comfortable spectacular design the bad side is it is non foldable,neutral,5.0
this football is very good low cost but material good tri this one,neutral,5.0
sometimes it automatically get turned off means yellow to red and sometimes didnt record while online and appropriate storage is available you cant use it without wifi connection either on memory card or cloud storage,neutral,3.0
indian nest mini is not good i have a us verson and tats more good,neutral,4.0
backgrounds voice is coming too much in handsfree noise cancellation is just future but its not worked,neutral,2.0
you cant hear it in full sound bass is good sound quality is also good when you hear it in 70precentage of volume,neutral,3.0
no proper explanationsome solution does not match with the questionless questions to practice,neutral,1.0
this order is placed yesterday evening so didnt use it much but the designing is awesome but the service is not so good by the flipkart delivery boy,neutral,3.0
it comes with a affordable prices and also with every essential toolseasy to use,neutral,5.0
rice plate are very much small in size so the bowl also,neutral,1.0
know how to link ua wifi guys but it on 1499 speed is as per descibe usually rate it 4 star,neutral,4.0
after three week flask turn to plastic bottle dont buy,neutral,1.0
as good as other leading brandsvery light weight but does the job have used it in past three months for cakes and chicken grill,neutral,5.0
size is too small it can b lil big rest the product is awsm,neutral,5.0
when you step on it it slips and falls the smoothness of the tread is high,neutral,1.0
stopper is not firmly fixed in the whole baby felt down,neutral,3.0
best packing superb quality products works great but price is high i think so,neutral,4.0
gives constant speed of 125mb dont use when your laptop is on charging,neutral,5.0
the upper ring is not properly connected to bottom base,neutral,1.0
very good product but i dont like wifi media streaming systems needs to take apps to streaming,neutral,4.0
product very good quality very good performing very good overall a value for money,neutral,1.0
in ten months parts are coming out while washing see the detergents one anyone to help with suggestion,neutral,1.0
outstandingnice product moderate weight and can be use comfortablynice deal,neutral,5.0
a decent one with one problemmy unit just heats to one side only,neutral,3.0
it keeps water hot but not more than 10 hours as per my experience till nowu have to put much hot water in the bottle so that it keeps hot till long time,neutral,3.0
skip the noise partoverall product is superblove this productyou can go for it without any second thought,neutral,4.0
very small size of camphor may be size will double or triple,neutral,2.0
big plates are not much enough to eat lunch dinner they are sufficient for breakfast fast and small plates can be used for side dishes,neutral,3.0
superb product but pathetic brand and flipkart after sales supoort,neutral,5.0
charging was speed but it was a quick heat of adopter,neutral,3.0
assume inverter 200mah exide battery backup time 11hr 2fan and 2led light total 200 watt,neutral,5.0
this product is not good waste of moneyand it is too small,neutral,1.0
its good for beginners but my warranty have a problem,neutral,5.0
only to boil water dont try to boil or cook anything else as i did the bottom surface from inside has been burnt,neutral,3.0
ball was good but pin is not there but satisfy with the product,neutral,4.0
overall good productbut the whisker is broken when i got the package,neutral,4.0
i give 4 stars because it showing 5966gb out of 64gb,neutral,4.0
this product is nice it is very usefull for me to keep the book in order the metal are damaged so i give four star,neutral,4.0
over all seems to good but have some drawbacks too i sprays water out very high in high mode also we found some bad smell with in a week of usage,neutral,4.0
i ordered for double bed but its small for single bed only quality is ok,neutral,3.0
the quality is good but its difficult to handle the fan while using it,neutral,3.0
its a good ball by quality but not like another balls its hard to control but if we start controlling it the we can control any ball good for training,neutral,4.0
product is good always price down after purchase from flipkart fro the same thingits disappointed,neutral,3.0
takes 15 to 20 min to heat and after that again wait for 15 minnothing i can do after purchase,neutral,3.0
finishing is not as expected coating on road is peeling off itself,neutral,3.0
consumes too much electricity its taking current more than our ac,neutral,5.0
this is 64 gb memory card but space is low,neutral,3.0
guidance can be given more intensivelybut its a outstanding product,neutral,4.0
good product great comfort very useful while playing football and basketball especially during sunny daysit can also be used while ridinggives great protection from the sun,neutral,3.0
it is not made of woodjust a plastic sheet inside,neutral,2.0
ok ok not up to the mark breaks down easily its not air tight,neutral,2.0
outer part of the electric kittle is getting heat while boiling water power cable is too short,neutral,2.0
laptop is goodif your primary focus is gaming only then buy this laptopdont expect you can rome around with this laptop thinking you will use it on battery,neutral,4.0
most recommended otg available at flipkart my only issue is the length of the cord it needs an additional foot length but otherwise ok,neutral,5.0
just okay but size of plate is little smaller in sizequality is good,neutral,4.0
looks goodbut quality not upto the markthe bottom doors starts hanging downwards,neutral,4.0
sometimes it is a fast charger sometimes it goes very slow,neutral,3.0
a little big for todays date but other than that no problems and a complete value for money also its quite silent,neutral,4.0
we got extra 4 tab of revital h for women i saw first time revital tab,neutral,5.0
a product should be a product not just a tag on minimum price,neutral,2.0
